112.0617,118.0976,96.0490,125.4521,118.0815,102.4350,125.0065,122.5721,111.4266,72.6221,126.1561,123.1395,119.2591,121.1150,121.8663,120.9482,124.7926,124.9512,126.8222,74.9745,123.8201,128.5547,127.5752,126.7520,119.3770,124.3908,122.9302,115.0206,108.6198,106.2400,123.6906,113.7313,117.4548,119.5284,121.8100,99.2962,122.2415,76.2206,112.7624,119.3246,97.9358,126.1538,118.7439,104.0878,123.5757,122.2713,115.7450,78.5440,126.0830,123.3625,114.0454,119.3137,121.9188,120.8272,125.3514,125.6709,126.7098,84.5896,123.5932,128.2589,126.8764,127.6695,121.9127,122.9729,123.1653,117.0754,109.0122,110.2160,121.1882,113.7393,121.2013,121.0642,120.0354,98.2595,123.2747,69.5011
111.7009,118.4459,95.3641,125.4382,117.9922,102.5961,125.0425,122.8526,110.9550,73.3964,126.3706,122.9959,119.1933,121.1456,121.7999,120.9012,124.8876,125.0412,126.6556,74.6322,123.7517,128.4728,127.4203,126.7265,119.6208,124.5858,123.0268,115.0378,108.2508,105.7773,123.5434,113.4017,117.3115,119.4233,121.7764,99.5243,122.1532,76.8767,112.7406,119.3855,98.7652,125.9855,119.2760,103.4462,123.6801,122.0615,115.6987,78.0080,126.1942,123.4241,114.1101,119.2688,121.7539,120.5636,125.2269,125.6180,127.0394,85.8245,123.6484,128.1705,126.8852,127.4773,121.6420,123.0077,123.4089,117.4368,109.2205,109.9942,121.2570,113.6633,120.9957,121.2289,120.1345,98.3701,123.7127,69.5311
111.5121,118.7434,94.5163,125.4785,117.8824,102.7229,125.0981,123.1251,110.5961,74.2303,126.5060,122.8168,119.0439,121.1200,121.7135,120.8826,124.9683,125.1361,126.4982,74.5586,123.6478,128.3499,127.2346,126.7198,119.9776,124.8188,123.0939,114.9866,107.8959,105.4897,123.4076,113.0646,117.2296,119.3964,121.7308,99.7307,122.1154,77.7508,112.7853,119.3979,99.4653,125.7864,119.9067,102.7181,123.7936,121.9588,115.5783,77.5772,126.3175,123.4697,114.1761,119.2251,121.6136,120.3514,125.0734,125.5997,127.3665,86.6242,123.6469,128.1245,126.9020,127.3044,121.2782,123.1120,123.6529,117.7186,109.4996,109.7206,121.3876,113.5946,120.7753,121.3474,120.2997,98.5103,124.1887,69.5923
111.5185,118.9341,93.4848,125.5784,117.7687,102.7024,125.1904,123.3659,110.4183,75.1507,126.5406,122.6196,118.8111,121.0490,121.6011,120.8936,125.0219,125.2387,126.3641,74.7681,123.5274,128.1930,127.0624,126.7146,120.4097,125.0512,123.1494,114.9244,107.6005,105.3796,123.2587,112.7442,117.2059,119.4511,121.6786,99.9544,122.1412,78.8252,112.8963,119.3678,99.9888,125.5858,120.5789,102.0394,123.8916,121.9846,115.4019,77.1933,126.4372,123.5098,114.2483,119.1715,121.5170,120.1920,124.9178,125.6263,127.6302,86.8537,123.6063,128.1152,126.9283,127.1560,120.8693,123.2546,123.8727,117.8609,109.7969,109.4489,121.5771,113.5385,120.5747,121.4353,120.5328,98.6757,124.6736,69.7499
111.7162,118.9892,92.3281,125.7294,117.6753,102.4559,125.3027,123.5651,110.4275,76.0971,126.4894,122.4478,118.4968,120.9369,121.4698,120.9297,125.0512,125.3520,126.2628,75.2280,123.4126,128.0188,126.9349,126.6905,120.8772,125.2333,123.2266,114.8929,107.3956,105.3998,123.0697,112.4571,117.2127,119.5828,121.6286,100.2211,122.2261,79.9740,113.0715,119.2996,100.2883,125.4107,121.2078,101.5721,123.9668,122.1254,115.2114,76.8057,126.5343,123.5570,114.3257,119.0791,121.4770,120.0884,124.7913,125.7039,127.7974,86.4984,123.5653,128.1301,126.9664,127.0199,120.4507,123.3993,124.0687,117.8351,110.0814,109.2064,121.8124,113.4955,120.4200,121.5128,120.8213,98.8643,125.1299,70.0188
112.0814,118.9101,91.2164,125.9040,117.6286,102.0012,125.3904,123.7241,110.6028,76.9141,126.3878,122.3593,118.1322,120.7589,121.3363,120.9917,125.0571,125.4597,126.2004,75.8726,123.3229,127.8490,126.8575,126.6385,121.3423,125.3346,123.3566,114.9088,107.3018,105.4683,122.8370,112.2162,117.2186,119.7615,121.5701,100.5260,122.3386,81.0127,113.3092,119.2114,100.3285,125.2736,121.6979,101.4311,124.0386,122.3370,115.0527,76.3807,126.5933,123.6150,114.3991,118.9037,121.4850,120.0489,124.7325,125.8186,127.8596,85.6493,123.5597,128.1519,127.0157,126.8831,120.0520,123.5202,124.2489,117.6313,110.3293,108.9985,122.0789,113.4787,120.3094,121.5933,121.1362,99.0720,125.5166,70.3412
112.5534,118.7317,90.3755,126.0712,117.6514,101.4471,125.4101,123.8427,110.9127,77.4379,126.2684,122.3916,117.7641,120.4919,121.2177,121.0835,125.0354,125.5394,126.1843,76.6226,123.2737,127.7034,126.8175,126.5694,121.7697,125.3579,123.5542,114.9822,107.3195,105.5159,122.5856,112.0299,117.2034,119.9471,121.4640,100.8652,122.4399,81.7203,113.5743,119.1327,100.0803,125.1789,121.9915,101.6407,124.1304,122.5657,114.9575,75.9012,126.5982,123.6698,114.4637,118.6115,121.5188,120.0781,124.7677,125.9394,127.8231,84.4330,123.6038,128.1611,127.0731,126.7499,119.7051,123.6079,124.4070,117.2459,110.5156,108.8176,122.3665,113.5120,120.2143,121.6764,121.4312,99.2896,125.7987,70.6698
113.0395,118.5202,89.9708,126.2137,117.7562,100.9224,125.3360,123.9036,111.3157,77.5817,126.1470,122.5346,117.4242,120.1415,121.1318,121.2037,124.9850,125.5948,126.2209,77.4270,123.2782,127.5976,126.8003,126.5074,122.1280,125.3251,123.8144,115.1292,107.4323,105.5155,122.3432,111.8938,117.1697,120.1121,121.2716,101.2302,122.5123,81.9164,113.7925,119.0981,99.4936,125.1304,122.0907,102.1614,124.2459,122.7607,114.9169,75.3824,126.5390,123.6949,114.5359,118.2198,121.5550,120.1778,124.8933,126.0462,127.7097,82.9491,123.6852,128.1445,127.1335,126.6345,119.4367,123.6753,124.5225,116.6900,110.6007,108.6424,122.6619,113.6165,120.0930,121.7492,121.6601,99.5125,125.9524,71.0310
113.4464,118.3574,90.0582,126.3325,117.9254,100.5231,125.1699,123.8719,111.7658,77.3679,126.0273,122.7413,117.1350,119.7462,121.0892,121.3485,124.9061,125.6466,126.2975,78.2872,123.3307,127.5392,126.7972,126.4751,122.3990,125.2623,124.1184,115.3805,107.6237,105.4870,122.1264,111.8007,117.1459,120.2436,120.9996,101.5840,122.5728,81.5521,113.9219,119.1341,98.4885,125.1280,122.0356,102.9099,124.3746,122.8909,114.8769,74.8524,126.4220,123.6675,114.6458,117.8002,121.5861,120.3519,125.0822,126.1361,127.5558,81.3110,123.7801,128.0972,127.1893,126.5512,119.2616,123.7408,124.5860,115.9975,110.5559,108.4725,122.9607,113.7931,119.9094,121.7845,121.8027,99.7502,125.9741,71.4988
113.7160,118.2967,90.5780,126.4305,118.1281,100.3091,124.9380,123.7194,112.2166,76.9066,125.9177,122.9685,116.9023,119.3628,121.0901,121.5095,124.8054,125.7035,126.3881,79.1961,123.4120,127.5291,126.8037,126.4829,122.5891,125.1972,124.4353,115.7552,107.8880,105.4814,121.9473,111.7491,117.1648,120.3344,120.7104,101.8630,122.6546,80.6892,113.9916,119.2439,97.0214,125.1628,121.8625,103.7528,124.5086,122.9617,114.7801,74.3294,126.2711,123.5831,114.8249,117.4358,121.6130,120.5975,125.2934,126.2166,127.3961,79.6517,123.8629,128.0200,127.2340,126.5061,119.1768,123.8017,124.6072,115.2330,110.4132,108.3309,123.2765,114.0249,119.6574,121.7561,121.8744,99.9871,125.8769,72.1186
113.8548,118.3307,91.3752,126.5033,118.3447,100.2990,124.6761,123.4418,112.6249,76.3606,125.8416,123.1859,116.7036,119.0364,121.1264,121.6751,124.7047,125.7637,126.4713,80.0893,123.5052,127.5666,126.8170,126.5280,122.7200,125.1511,124.7167,116.2431,108.2150,105.5531,121.8193,111.7346,117.2319,120.3729,120.4741,102.0159,122.7775,79.4741,114.0544,119.4096,95.1724,125.2147,121.5981,104.5446,124.6565,123.0001,114.5975,73.8132,126.1145,123.4489,115.1045,117.1820,121.6342,120.8872,125.4910,126.3061,127.2576,78.1073,123.9201,127.9219,127.2738,126.4875,119.1662,123.8390,124.6067,114.4754,110.2200,108.2425,123.6110,114.2933,119.3638,121.6507,121.9080,100.1480,125.6885,72.8765
113.9054,118.4076,92.2750,126.5416,118.5643,100.4775,124.4182,123.0579,112.9716,75.8666,125.8271,123.3773,116.5080,118.7981,121.1933,121.8382,124.6344,125.8310,126.5375,80.8756,123.5946,127.6481,126.8331,126.5975,122.8078,125.1354,124.9098,116.7867,108.5771,105.7584,121.7561,111.7590,117.3335,120.3529,120.3333,102.0410,122.9355,78.1228,114.1403,119.5996,93.1060,125.2690,121.2787,105.1698,124.8259,123.0373,114.3569,73.2673,125.9682,123.2790,115.5068,117.0464,121.6490,121.1619,125.6482,126.4214,127.1557,76.7988,123.9523,127.8220,127.3231,126.4780,119.2096,123.8456,124.5913,113.7980,109.9686,108.1961,123.9404,114.5822,119.0710,121.4743,121.9140,100.1720,125.4491,73.7042
113.9126,118.4786,93.1339,126.5413,118.7774,100.8121,124.1861,122.6018,113.2488,75.4914,125.8778,123.5468,116.2878,118.6650,121.2883,121.9916,124.6133,125.9189,126.5867,81.4593,123.6659,127.7645,126.8430,126.6696,122.8507,125.1489,124.9853,117.2791,108.9468,106.1317,121.7765,111.8335,117.4631,120.2896,120.3071,101.9946,123.1044,76.8374,114.2513,119.7727,90.9803,125.3196,120.9427,105.5269,125.0060,123.0924,114.1143,72.6444,125.8411,123.0859,116.0162,116.9952,121.6617,121.3589,125.7451,126.5563,127.0921,75.7757,123.9698,127.7380,127.3935,126.4696,119.2941,123.8429,124.5490,113.2646,109.6391,108.1246,124.2351,114.8671,118.8095,121.2532,121.8813,100.0674,125.1928,74.4984
113.9063,118.5164,93.8569,126.5172,118.9734,101.2794,123.9853,122.1126,113.4478,75.2533,125.9694,123.7013,116.0253,118.6422,121.4043,122.1309,124.6264,126.0322,126.6265,81.8111,123.7157,127.8911,126.8410,126.7246,122.8424,125.1662,124.9454,117.6164,109.3240,106.6266,121.8899,111.9846,117.6161,120.2212,120.3894,101.9517,123.2608,75.7251,114.3874,119.8960,88.9590,125.3587,120.6269,105.5545,125.1661,123.1562,113.8773,71.9425,125.7397,122.8791,116.5834,116.9995,121.6797,121.4413,125.7674,126.6812,127.0590,74.9842,123.9806,127.6759,127.4911,126.4721,119.4169,123.8664,124.4711,112.9250,109.2366,107.9580,124.4810,115.1255,118.5935,121.0206,121.8102,99.8454,124.9314,75.1708
